ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
1,1102001 14:00,,41,46,40,56,42,48,51,44,50,50,54,50,37,45,54,55,56,52,51,51,44,50,52,53,48
1,1102001 15:00,,42,46,41,57,43,48,52,45,51,52,55,52,38,45,54,57,57,54,53,50,46,52,54,55,49
1,1102001 16:00,,42,46,42,57,43,47,51,46,51,52,55,52,38,43,54,57,57,51,53,49,46,52,52,56,50
1,1102001 17:00,,42,46,50,55,43,43,48,46,52,48,51,52,38,41,51,53,55,48,52,48,40,48,50,53,47
1,1102001 18:00,,40,37,43,50,44,41,37,44,46,45,46,41,41,39,44,45,50,39,44,46,38,39,45,46,35
1,1102001 19:00,,36,34,38,44,43,33,35,41,42,36,43,36,34,39,41,38,44,37,40,39,34,39,37,42,34
1,1102001 20:00,,35,34,35,45,34,34,31,37,41,36,42,34,30,32,38,34,45,34,36,34,34,34,37,38,36
1,1102001 21:00,,34,37,30,43,33,35,30,35,38,36,40,34,30,33,36,34,43,32,36,34,31,37,28,38,37
1,1102001 22:00,,33,34,30,39,32,36,29,33,34,34,41,32,30,37,34,31,32,37,34,31,29,34,30,32,37
1,1102001 23:00,,32,32,27,43,31,37,29,32,32,30,31,32,28,38,37,31,28,32,32,28,36,32,28,29,29
1,1112001 0:00,,32,32,26,38,31,36,29,31,32,31,32,30,30,41,32,33,36,27,32,28,33,36,28,32,33
1,1112001 1:00,,31,34,26,36,30,34,27,31,32,32,30,30,27,42,34,30,36,28,34,28,30,34,28,34,34
1,1112001 2:00,,30,34,24,39,28,33,28,28,32,32,29,28,28,42,34,29,39,27,32,28,30,37,27,34,37
1,1112001 3:00,,29,32,23,34,28,30,32,27,32,30,29,28,27,41,30,29,34,25,32,30,30,34,27,30,30
1,1112001 4:00,,29,30,21,33,28,30,31,26,32,31,30,28,25,40,34,28,33,27,30,28,29,34,27,30,34
1,1112001 5:00,,28,30,21,30,27,27,33,25,32,31,29,28,27,43,30,26,30,27,25,28,29,32,28,31,27
1,1112001 6:00,,28,32,20,30,27,26,31,24,36,32,30,28,25,40,29,28,30,27,30,28,30,32,30,29,27
1,1112001 7:00,,27,34,20,28,25,31,31,24,30,34,29,28,23,40,30,26,28,27,32,34,38,32,32,28,29
1,1112001 8:00,,27,36,20,25,24,33,33,23,36,34,31,28,26,42,30,31,25,25,36,27,37,34,34,30,28
1,1112001 9:00,,27,37,24,35,24,41,43,23,37,39,35,36,37,49,38,40,35,38,43,39,43,45,36,36,40
1,1112001 10:00,,35,46,31,44,35,47,50,31,45,48,43,43,46,52,46,47,44,52,50,46,47,52,46,45,48
1,1112001 11:00,,43,52,35,50,42,55,56,38,45,54,50,50,55,54,52,56,50,52,52,52,52,57,55,53,53
1,1112001 12:00,,49,59,41,52,48,59,60,44,46,57,52,52,43,55,57,59,52,53,55,59,56,61,59,59,57
1,1112001 13:00,,53,64,46,56,53,61,63,49,52,61,55,55,47,56,60,61,56,63,59,61,60,63,61,62,60
1,1112001 14:00,,57,68,45,55,57,63,63,53,54,63,56,57,50,54,61,62,55,63,59,63,62,63,61,65,62
1,1112001 15:00,,59,66,45,56,59,64,63,55,50,61,56,57,52,54,60,62,56,54,57,61,63,63,59,61,61
1,1112001 16:00,,59,61,43,54,59,62,61,56,46,59,55,57,53,53,58,60,54,59,54,59,61,61,59,61,59
1,1112001 17:00,,59,59,42,53,59,52,56,56,45,55,53,54,57,52,56,57,53,52,55,57,59,57,57,55,55
1,1112001 18:00,,56,52,40,51,53,48,53,52,43,48,52,52,48,52,49,52,51,48,52,54,44,52,52,52,52
1,1112001 19:00,,52,52,39,50,48,50,46,48,41,50,50,50,48,51,48,49,50,45,44,46,45,50,52,51,50
1,1112001 20:00,,49,45,38,49,44,44,48,45,37,48,48,50,44,51,51,49,49,45,50,46,43,52,48,50,50
1,1112001 21:00,,48,45,37,49,41,46,47,42,37,43,46,50,43,51,49,50,49,46,49,50,42,50,48,49,49
1,1112001 22:00,,46,46,39,48,39,45,47,41,37,46,47,50,41,50,50,50,45,48,49,48,48,46,45,51,47
1,1112001 23:00,,45,46,38,47,38,42,47,39,37,50,46,50,40,50,49,48,45,47,48,48,50,50,46,49,48
1,1122001 0:00,,45,46,38,46,37,45,48,38,37,48,45,46,39,50,48,49,46,48,47,50,49,50,46,48,48
1,1122001 1:00,,44,46,36,42,36,41,47,37,37,46,44,46,39,50,47,49,42,48,46,48,48,46,45,47,47
1,1122001 2:00,,42,46,36,39,33,39,48,34,37,46,44,46,36,47,48,48,39,48,45,48,45,45,46,47,43
1,1122001 3:00,,41,45,36,39,32,43,45,33,34,50,44,43,35,47,47,50,39,46,44,46,45,43,46,45,45
1,1122001 4:00,,40,46,36,39,31,43,44,32,32,50,42,39,34,47,46,49,39,46,40,48,43,45,46,47,44
1,1122001 5:00,,40,41,36,39,31,42,45,31,32,48,38,37,33,48,47,46,39,48,39,46,44,43,41,46,42
1,1122001 6:00,,39,39,36,40,30,39,46,30,32,46,38,39,32,46,42,46,40,48,39,46,43,43,41,46,42
1,1122001 7:00,,38,37,36,39,27,40,44,29,32,46,38,39,31,45,41,45,39,46,39,45,40,45,41,44,41
1,1122001 8:00,,38,37,36,40,25,41,44,28,36,45,39,39,31,45,41,45,40,46,43,45,40,43,43,44,41
1,1122001 9:00,,38,39,38,41,25,45,47,28,32,45,40,39,31,47,44,46,41,46,46,46,41,45,43,45,44
1,1122001 10:00,,44,46,37,42,36,45,49,36,36,48,42,43,39,45,47,47,42,48,46,48,42,50,45,48,49
1,1122001 11:00,,49,46,39,43,45,47,53,43,37,50,44,43,45,44,50,50,43,52,46,52,41,52,48,52,51
1,1122001 12:00,,53,52,41,42,52,48,56,49,37,52,45,43,51,45,51,51,42,55,48,54,42,55,50,54,51
1,1122001 13:00,,45,52,41,42,57,49,56,54,37,52,44,44,55,48,51,53,42,55,48,54,43,55,48,54,52
1,1122001 14:00,,45,54,41,43,61,51,55,58,37,50,46,45,59,50,50,51,43,54,48,54,42,55,46,52,52
1,1122001 15:00,,44,52,40,43,63,48,54,60,37,48,44,43,61,54,48,50,43,52,50,52,40,55,46,51,52
1,1122001 16:00,,44,52,40,42,63,45,51,61,37,46,44,43,62,50,48,50,42,50,50,52,39,52,46,51,51
1,1122001 17:00,,43,50,40,41,63,44,49,61,37,46,45,43,62,47,48,48,41,48,50,48,39,52,45,50,50
1,1122001 18:00,,42,46,39,40,59,43,46,58,37,45,45,41,58,45,47,47,40,45,45,46,39,50,45,48,48
1,1122001 19:00,,41,46,39,38,55,44,47,55,37,45,44,41,52,43,46,47,38,46,39,46,38,52,45,47,47
1,1122001 20:00,,43,46,39,37,44,44,47,44,37,45,45,41,49,42,46,47,37,46,43,45,38,46,43,46,45
1,1122001 21:00,,41,45,38,38,43,44,45,43,36,45,44,41,46,42,44,46,38,46,43,46,38,43,45,46,44
1,1122001 22:00,,43,45,38,39,43,43,45,43,36,43,44,39,44,42,43,47,43,45,36,45,39,43,45,44,42
1,1122001 23:00,,44,43,38,40,43,43,45,43,34,46,42,39,43,44,42,45,43,44,43,45,39,43,45,41,43
1,1132001 0:00,,45,41,35,40,43,44,45,43,32,46,40,39,41,44,41,44,40,43,41,43,40,43,43,41,42
1,1132001 1:00,,41,41,33,38,43,44,45,43,32,44,38,38,40,44,41,43,38,45,37,45,40,43,41,41,41
1,1132001 2:00,,41,41,32,32,43,45,46,43,34,44,36,37,37,50,39,44,32,45,37,45,40,43,41,39,41
1,1132001 3:00,,41,39,31,36,43,45,46,43,32,43,35,36,35,48,37,45,36,46,37,45,39,43,43,39,40
1,1132001 4:00,,39,39,32,37,43,45,47,43,30,41,33,36,34,48,36,44,36,46,37,45,38,43,43,37,40
1,1132001 5:00,,38,37,31,35,43,44,47,43,28,42,33,36,32,50,35,44,35,46,37,43,37,43,41,35,39
1,1132001 6:00,,36,37,30,33,42,44,47,42,28,43,32,34,31,51,34,44,33,46,32,45,38,43,41,35,39
1,1132001 7:00,,36,37,30,34,41,43,47,41,30,41,31,34,30,49,34,49,34,46,36,45,38,43,37,34,38
1,1132001 8:00,,35,37,29,34,40,43,47,40,30,41,31,34,29,48,33,53,34,46,32,45,38,43,37,33,38
1,1132001 9:00,,39,37,29,37,43,45,47,43,32,43,34,36,29,46,36,48,37,46,34,48,40,43,39,35,40
1,1132001 10:00,,41,45,31,42,46,48,49,46,32,46,38,39,35,49,42,51,42,50,39,52,42,45,39,40,40
1,1132001 11:00,,39,46,33,45,49,51,53,49,37,48,43,43,39,52,45,55,45,54,45,55,41,50,43,44,43
1,1132001 12:00,,41,50,38,48,52,51,57,52,41,52,46,46,43,52,48,60,48,57,50,61,42,52,46,48,46
1,1132001 13:00,,42,52,47,50,46,51,59,45,45,50,48,50,46,52,51,60,50,61,52,61,41,54,52,50,49
1,1132001 14:00,,43,54,50,53,47,51,60,46,45,54,50,50,49,49,53,63,53,61,54,61,42,57,54,53,52
1,1132001 15:00,,44,54,51,54,47,50,59,47,45,54,51,51,50,48,54,64,53,61,54,63,42,57,53,55,54
1,1132001 16:00,,44,54,51,53,47,48,57,47,43,55,51,51,51,46,54,63,53,57,54,61,41,57,52,55,54
1,1132001 17:00,,44,52,50,52,47,45,54,47,41,54,49,52,51,45,52,60,52,55,54,57,38,55,52,53,51
1,1132001 18:00,,48,50,46,48,52,42,51,52,37,52,46,45,48,45,43,58,48,52,46,55,37,52,46,48,43
1,1132001 19:00,,39,46,43,47,50,40,50,50,37,50,44,41,45,44,41,57,47,50,41,54,37,50,43,46,40
1,1132001 20:00,,37,45,41,45,44,39,47,44,36,48,45,39,43,44,39,56,45,48,39,52,37,46,41,43,39
1,1132001 21:00,,37,41,37,45,43,38,48,44,36,48,45,39,41,45,40,53,45,46,39,50,36,46,39,40,40
1,1132001 22:00,,37,37,39,45,43,38,46,43,34,46,45,41,40,46,38,52,45,46,43,48,36,45,43,36,40
1,1132001 23:00,,40,37,37,46,43,38,44,43,37,46,41,43,39,45,40,51,46,45,41,46,36,43,43,37,39
1,1142001 0:00,,43,37,39,47,42,38,43,43,36,45,42,41,38,44,39,50,47,45,39,46,36,41,43,39,37
1,1142001 1:00,,44,36,39,47,42,39,43,42,36,43,41,45,37,45,39,49,47,44,41,46,36,39,41,39,40
1,1142001 2:00,,36,34,40,46,42,39,43,42,36,43,42,43,35,47,42,48,46,43,41,46,35,37,41,41,36
1,1142001 3:00,,36,36,39,45,41,38,42,41,36,43,42,43,34,48,42,48,45,43,39,45,36,37,43,41,35
1,1142001 4:00,,35,34,40,45,41,37,41,41,36,43,42,43,33,45,41,48,45,43,41,45,34,39,43,39,38
1,1142001 5:00,,44,36,41,44,41,37,41,41,36,43,42,43,32,45,41,49,44,44,41,45,33,40,43,39,38
1,1142001 6:00,,45,37,40,45,41,38,42,40,37,43,42,43,31,45,42,47,45,45,41,45,34,41,41,38,38
1,1142001 7:00,,45,37,40,45,40,40,43,40,37,43,41,43,30,45,42,46,45,45,41,46,35,41,41,39,39
1,1142001 8:00,,45,37,41,44,40,40,44,40,37,43,41,43,30,50,42,45,44,48,43,46,35,43,43,40,40
1,1142001 9:00,,46,43,42,46,40,44,46,40,39,45,42,43,30,53,39,50,46,50,45,48,39,45,45,41,41
1,1142001 10:00,,52,46,44,48,46,48,50,45,41,50,43,45,36,57,39,53,48,52,46,50,41,50,46,43,44
1,1142001 11:00,,52,52,45,49,50,54,49,49,45,54,46,46,40,62,42,58,49,52,46,54,43,52,50,45,46
1,1142001 12:00,,52,54,47,51,53,57,51,52,46,55,46,50,44,64,45,60,51,52,50,55,45,52,50,47,48
1,1142001 13:00,,52,54,52,52,56,59,55,55,50,59,48,50,47,63,46,63,52,54,52,55,46,54,52,46,51
1,1142001 14:00,,54,54,52,54,58,56,56,57,48,61,51,52,50,60,47,62,54,55,52,57,47,54,54,47,53
1,1142001 15:00,,55,54,51,54,59,55,58,58,50,59,51,52,51,57,48,61,54,55,52,59,44,54,54,46,50
1,1142001 16:00,,57,54,50,54,59,55,57,59,46,59,51,50,52,55,48,60,54,57,54,61,41,55,54,46,49
1,1142001 17:00,,54,52,50,53,59,54,57,59,45,55,52,50,52,55,48,59,53,57,52,57,41,55,54,46,49
1,1142001 18:00,,52,50,48,49,57,53,57,57,41,54,50,50,50,57,47,59,49,55,52,57,41,55,52,45,48
1,1142001 19:00,,52,46,45,50,55,56,56,55,41,52,49,50,48,56,47,59,50,54,50,58,41,55,50,44,47
1,1142001 20:00,,52,46,47,47,53,57,56,54,37,52,48,50,45,58,45,58,47,54,48,60,41,55,50,45,46
1,1142001 21:00,,48,46,46,46,52,58,57,53,37,50,46,46,45,54,45,57,46,57,46,61,41,50,46,45,47
1,1142001 22:00,,43,46,45,45,51,55,58,52,37,50,43,43,45,56,45,58,45,56,46,58,42,48,48,45,47
1,1142001 23:00,,44,46,45,45,51,55,59,51,37,50,44,43,45,56,43,58,45,57,45,56,42,48,46,45,47
1,1152001 0:00,,45,46,43,41,51,57,58,51,37,52,44,43,45,57,44,58,41,57,45,55,44,50,46,44,47
1,1152001 1:00,,41,46,39,46,50,58,57,50,37,54,44,43,45,59,44,57,46,59,41,57,47,50,45,44,47
1,1152001 2:00,,34,46,42,47,49,57,57,49,36,54,43,41,45,58,43,57,47,59,39,57,47,50,43,44,47
1,1152001 3:00,,43,46,42,44,49,57,57,48,39,54,42,41,45,56,41,56,44,59,37,57,44,50,41,43,47
1,1152001 4:00,,43,46,41,42,48,58,57,48,41,54,41,43,43,56,42,55,42,57,37,57,44,50,43,43,46
1,1152001 5:00,,43,46,38,45,48,55,57,47,43,52,42,43,43,55,43,55,45,57,34,57,44,50,39,42,46
1,1152001 6:00,,39,46,38,44,48,52,57,47,39,50,42,41,43,58,44,55,44,57,36,55,45,50,41,43,45
1,1152001 7:00,,37,46,40,42,47,50,56,46,41,48,41,39,43,57,43,54,42,57,34,55,45,50,41,43,45
1,1152001 8:00,,44,46,40,43,46,49,54,46,39,48,43,41,41,55,41,54,43,57,32,55,45,48,39,43,45
1,1152001 9:00,,45,46,41,47,46,49,53,46,39,48,45,43,37,53,45,54,47,57,34,55,47,50,45,47,46
1,1152001 10:00,,52,52,44,50,51,50,54,50,46,50,45,46,50,52,48,54,50,57,43,57,49,50,50,50,52
1,1152001 11:00,,54,54,49,56,54,51,56,53,46,52,48,52,40,56,53,56,56,58,50,57,52,55,57,56,56
1,1152001 12:00,,57,59,54,60,57,52,59,56,52,55,55,54,41,54,56,58,60,61,54,63,55,57,59,55,59
1,1152001 13:00,,51,63,58,63,59,54,62,59,52,59,52,55,42,52,59,61,63,64,54,64,51,61,64,61,60
1,1152001 14:00,,51,61,59,66,61,58,64,60,52,61,53,57,43,53,57,63,66,64,55,66,60,61,64,61,60
1,1152001 15:00,,52,63,60,67,62,59,65,61,52,64,56,59,44,53,60,63,67,64,55,66,49,63,65,62,61
1,1152001 16:00,,52,63,60,66,62,59,65,62,52,64,58,60,44,51,61,60,66,63,54,63,51,63,65,63,61
1,1152001 17:00,,52,59,56,64,62,56,62,62,50,63,56,61,44,51,60,58,64,57,54,59,47,61,64,60,59
1,1152001 18:00,,51,54,52,58,59,51,57,59,46,61,53,55,44,52,52,57,58,52,50,54,44,55,59,55,52
1,1152001 19:00,,52,50,49,57,56,49,54,56,46,55,51,54,46,51,49,53,57,52,45,52,46,54,59,52,49
1,1152001 20:00,,47,46,47,57,54,47,52,53,45,54,46,54,43,53,47,52,57,52,45,52,52,50,57,52,45
1,1152001 21:00,,47,45,46,54,53,45,50,51,43,55,44,52,43,53,45,53,54,52,45,52,48,54,54,50,43
1,1152001 22:00,,46,48,42,54,52,50,51,50,43,55,43,52,42,52,45,54,45,50,41,51,47,55,52,50,47
1,1152001 23:00,,46,52,44,53,51,52,51,49,43,55,39,50,42,52,43,54,41,50,48,50,50,54,52,50,51
1,1162001 0:00,,45,52,43,50,51,51,52,48,41,55,39,50,42,53,49,54,49,54,48,48,45,54,52,49,51
1,1162001 1:00,,45,52,42,47,50,50,52,47,37,55,39,43,42,53,47,52,47,54,50,50,45,54,52,47,50
1,1162001 2:00,,44,46,42,45,49,48,50,45,37,52,39,43,42,53,41,53,45,52,45,50,45,52,48,43,51
1,1162001 3:00,,44,50,42,42,49,48,50,44,37,54,43,42,42,53,43,53,42,50,46,50,49,52,46,43,48
1,1162001 4:00,,43,46,40,44,48,50,52,43,36,54,40,41,41,53,41,54,44,50,41,48,48,52,45,43,46
1,1162001 5:00,,43,46,39,43,48,50,53,42,34,50,42,40,41,54,40,56,43,54,41,52,40,52,43,42,43
1,1162001 6:00,,43,46,38,43,48,49,52,41,32,46,42,38,41,52,39,55,43,52,45,50,39,46,43,41,42
1,1162001 7:00,,42,45,37,42,46,46,51,41,32,48,41,37,41,50,41,54,42,50,45,50,39,46,43,41,39
1,1162001 8:00,,42,45,36,41,45,46,50,40,32,46,40,36,41,48,38,55,41,50,43,50,39,45,39,42,40
1,1162001 9:00,,42,46,36,40,45,48,52,40,32,50,44,40,41,47,45,54,40,52,45,52,39,50,45,43,48
1,1162001 10:00,,49,50,37,47,52,48,53,47,32,54,47,45,46,49,49,57,47,55,45,54,42,52,50,50,50
1,1162001 11:00,,55,52,38,52,58,49,53,52,32,55,48,50,50,50,49,57,52,54,46,54,45,55,54,52,52
1,1162001 12:00,,60,54,39,55,62,50,55,57,34,57,50,52,53,46,50,60,55,57,46,55,48,57,55,55,53
1,1162001 13:00,,63,57,41,57,65,52,59,60,36,59,50,54,56,46,51,59,57,57,48,59,48,57,57,57,55
1,1162001 14:00,,66,57,42,57,68,54,60,63,37,59,50,54,58,48,51,61,57,59,50,61,50,57,59,57,56
1,1162001 15:00,,56,57,43,56,69,51,60,65,37,61,50,54,59,48,52,60,56,61,50,61,46,59,59,55,56
1,1162001 16:00,,54,55,43,54,69,49,59,66,37,59,50,52,60,49,52,60,54,61,50,59,46,57,57,54,55
1,1162001 17:00,,52,52,42,51,69,46,56,66,36,55,48,50,60,46,48,58,51,57,46,57,44,55,55,52,53
1,1162001 18:00,,50,50,40,51,65,43,51,63,36,55,46,46,56,45,45,54,51,50,46,54,40,52,52,49,47
1,1162001 19:00,,49,46,40,49,61,43,49,59,32,50,46,45,51,44,43,52,49,46,43,48,41,46,52,48,45
1,1162001 20:00,,46,46,39,50,58,42,47,57,32,50,43,41,43,45,41,51,50,46,43,50,41,50,46,46,41
1,1162001 21:00,,45,45,38,45,56,41,46,55,32,50,42,41,43,45,39,52,45,46,41,48,39,45,45,45,41
1,1162001 22:00,,45,41,37,45,55,38,45,54,32,50,40,41,43,45,39,50,39,47,41,48,39,46,45,41,41
1,1162001 23:00,,45,37,33,46,54,39,45,52,32,48,38,41,40,43,43,51,39,47,37,45,38,45,45,44,39
1,1172001 0:00,,42,37,32,43,53,40,45,51,32,46,38,41,37,45,42,51,43,46,34,46,37,43,41,42,38
1,1172001 1:00,,42,36,34,43,52,39,43,51,30,46,37,38,36,45,40,50,43,46,34,46,37,41,43,40,41
1,1172001 2:00,,39,34,31,43,50,39,43,48,32,45,36,36,37,45,37,50,43,45,32,46,38,39,45,38,39
1,1172001 3:00,,39,34,30,41,50,39,43,47,30,44,34,34,36,45,36,49,41,45,32,46,38,43,43,36,36
1,1172001 4:00,,39,32,28,40,49,38,43,46,28,43,33,34,33,45,33,49,40,45,32,45,36,41,41,35,34
1,1172001 5:00,,36,32,30,39,49,37,42,45,28,42,32,36,32,45,31,48,39,45,30,45,35,37,39,35,32
1,1172001 6:00,,42,32,31,39,49,37,41,44,27,39,31,36,27,44,28,48,39,45,30,45,35,37,39,33,32
1,1172001 7:00,,41,30,31,39,46,36,41,44,28,37,30,36,27,45,28,47,39,45,28,45,32,37,37,32,29
1,1172001 8:00,,40,30,32,39,45,36,41,43,28,37,31,36,27,45,30,47,39,45,28,45,33,37,39,32,34
1,1172001 9:00,,41,34,33,40,45,38,42,43,27,41,34,36,29,46,36,47,40,45,34,45,39,41,39,38,36
1,1172001 10:00,,43,43,35,41,50,42,44,47,32,45,37,37,41,48,40,49,41,46,36,46,41,43,43,42,41
1,1172001 11:00,,43,46,36,42,53,45,47,51,36,46,39,39,46,48,43,50,42,46,37,46,42,45,43,44,45
1,1172001 12:00,,46,46,41,43,56,48,48,54,37,46,43,41,50,50,45,51,43,46,41,50,42,46,45,46,45
1,1172001 13:00,,48,50,45,45,57,49,49,56,41,48,43,43,52,48,46,53,45,48,43,50,44,50,48,47,47
1,1172001 14:00,,48,52,46,47,59,50,52,58,41,50,44,45,52,46,48,53,47,52,45,52,45,50,48,50,48
1,1172001 15:00,,58,52,49,48,60,51,53,59,41,50,45,50,52,47,48,55,48,52,46,52,42,50,50,50,50
1,1172001 16:00,,50,52,49,49,60,47,54,60,41,52,46,50,52,47,48,55,49,50,46,52,42,50,50,50,50
1,1172001 17:00,,50,52,49,48,60,46,52,60,41,50,46,50,53,47,48,54,48,50,45,52,42,50,50,49,48
1,1172001 18:00,,48,46,47,47,57,45,50,58,37,50,45,46,43,45,45,51,47,48,45,52,40,50,50,47,46
1,1172001 19:00,,46,41,46,46,55,40,49,55,37,48,42,43,45,46,43,51,46,48,45,50,40,48,46,46,43
1,1172001 20:00,,50,37,44,47,53,40,47,53,37,48,42,43,44,46,43,50,47,48,45,49,39,46,48,43,43
1,1172001 21:00,,49,37,43,46,52,40,47,51,36,48,40,43,42,47,41,50,46,46,43,48,38,50,45,43,41
1,1172001 22:00,,48,37,42,47,51,39,45,50,36,46,39,43,40,47,40,50,45,47,43,49,38,50,45,41,42
1,1172001 23:00,,47,37,40,47,50,39,45,49,36,46,39,45,39,46,40,49,45,45,41,48,38,46,45,42,40
1,1182001 0:00,,46,37,39,47,50,41,44,49,34,46,39,43,38,46,41,48,47,45,41,46,38,46,45,41,41
1,1182001 1:00,,45,39,39,44,49,42,45,48,32,45,40,43,37,49,42,49,44,46,39,46,39,45,45,42,42
1,1182001 2:00,,44,39,40,44,48,43,45,46,34,46,40,39,35,49,40,49,44,45,39,46,39,45,45,42,42
1,1182001 3:00,,43,39,41,44,47,44,45,45,32,45,39,41,33,48,41,49,44,48,39,46,40,45,46,42,42
1,1182001 4:00,,42,39,41,43,47,43,45,44,34,46,39,41,32,49,41,48,43,46,39,46,40,45,45,43,43
1,1182001 5:00,,42,39,42,44,47,43,46,44,34,46,39,41,31,49,41,49,44,46,39,48,39,45,45,43,43
1,1182001 6:00,,41,39,42,44,46,43,46,43,32,46,39,41,31,48,40,49,44,48,39,48,39,45,46,41,43
1,1182001 7:00,,40,39,43,45,45,43,47,42,32,46,39,41,30,50,40,49,45,46,39,48,39,45,46,41,43
1,1182001 8:00,,40,39,42,45,44,44,46,42,32,46,39,41,29,52,40,50,45,48,41,48,40,45,46,42,43
1,1182001 9:00,,40,41,42,46,44,44,48,42,34,46,40,41,29,51,41,51,46,48,41,48,41,46,48,43,43
1,1182001 10:00,,43,41,41,45,47,45,51,45,34,48,40,43,34,52,42,53,45,52,41,50,42,46,50,43,44
1,1182001 11:00,,46,43,41,45,50,46,52,47,32,52,40,43,39,60,43,56,45,54,41,52,41,50,50,45,47
1,1182001 12:00,,48,45,41,44,52,46,54,48,36,52,40,43,42,62,43,57,44,54,41,57,41,50,50,45,46
1,1182001 13:00,,50,45,42,43,53,48,55,50,36,52,41,43,45,55,44,60,43,55,41,57,40,50,52,45,47
1,1182001 14:00,,51,46,42,44,54,49,57,51,37,52,42,43,48,61,43,61,44,57,43,59,40,50,52,44,47
1,1182001 15:00,,52,46,43,44,55,48,56,52,37,52,41,43,49,53,43,62,44,57,43,57,40,50,52,44,46
1,1182001 16:00,,52,45,42,44,55,47,56,52,37,52,41,43,50,53,43,61,44,57,43,57,39,50,52,43,45
1,1182001 17:00,,52,45,43,44,55,46,55,52,37,50,41,43,50,50,43,61,44,57,43,57,38,46,50,43,44
1,1182001 18:00,,51,43,42,44,54,44,54,51,37,48,40,43,49,50,43,59,44,55,43,55,39,45,48,43,45
1,1182001 19:00,,50,43,42,44,53,44,53,50,36,46,41,43,47,47,42,58,44,54,43,54,40,45,46,43,44
1,1182001 20:00,,48,43,42,44,52,44,51,49,36,46,41,43,43,45,43,57,44,52,43,54,41,45,46,44,45
1,1182001 21:00,,46,45,41,44,50,45,50,50,37,46,41,43,43,46,42,56,44,52,41,54,43,45,46,44,44
1,1182001 22:00,,46,45,41,45,51,44,50,51,37,46,41,43,43,46,42,56,43,49,41,52,42,45,46,44,45
1,1182001 23:00,,46,45,41,45,51,45,50,50,37,46,41,43,44,46,43,56,43,48,41,52,39,45,46,44,45
1,1192001 0:00,,46,45,41,44,50,45,49,50,37,46,41,43,45,47,44,55,44,48,41,52,39,45,46,44,44
1,1192001 1:00,,45,45,42,44,50,46,49,50,37,46,41,43,45,47,44,55,44,48,41,52,38,45,46,44,44
1,1192001 2:00,,45,45,43,44,52,45,48,52,37,46,41,43,45,47,43,54,44,48,41,52,39,45,46,44,43
1,1192001 3:00,,45,45,43,44,52,45,48,52,41,50,41,43,43,47,42,54,44,48,41,52,40,45,46,44,43
1,1192001 4:00,,45,45,45,44,51,45,48,51,41,50,42,43,45,47,42,56,44,48,43,52,41,46,46,44,43
1,1192001 5:00,,45,45,45,44,52,45,48,52,45,49,40,43,45,47,43,56,44,50,41,52,41,46,48,45,43
1,1192001 6:00,,45,46,46,44,54,45,49,55,45,48,40,43,45,49,43,57,44,52,41,54,42,46,48,45,44
1,1192001 7:00,,47,46,47,45,54,45,50,46,45,48,41,43,45,50,44,57,45,54,43,54,43,46,48,47,45
1,1192001 8:00,,50,48,48,45,57,46,50,57,45,52,41,43,45,54,44,60,45,55,43,54,45,50,50,47,46
1,1192001 9:00,,53,50,47,45,59,50,54,57,46,54,41,50,45,61,46,65,45,64,43,63,48,52,54,48,49
1,1192001 10:00,,46,52,47,48,64,54,67,48,45,61,42,50,46,62,49,69,48,66,43,70,51,57,57,53,53
1,1192001 11:00,,48,59,49,48,54,58,72,50,45,68,42,50,48,63,51,72,48,68,43,73,55,63,63,58,57
1,1192001 12:00,,48,63,50,49,56,66,74,52,45,72,42,59,42,62,52,73,49,70,43,75,57,70,68,61,66
1,1192001 13:00,,49,68,51,50,57,70,76,53,46,75,42,59,42,66,56,74,50,72,45,75,60,72,73,62,69
1,1192001 14:00,,50,72,52,51,58,72,75,54,46,75,43,63,43,64,62,73,51,72,45,75,67,75,73,66,71
1,1192001 15:00,,50,72,52,51,59,72,74,55,46,75,44,64,43,64,62,73,51,72,45,73,67,75,73,72,74
1,1192001 16:00,,50,61,52,49,59,71,72,55,46,73,44,54,48,63,63,72,49,70,45,72,50,73,63,72,74
1,1192001 17:00,,50,61,52,49,59,69,70,55,46,72,46,50,48,63,61,72,49,66,45,70,58,72,62,71,72
1,1192001 18:00,,50,57,52,49,59,67,68,55,46,70,47,50,48,63,50,71,49,66,46,68,60,72,57,54,70
1,1192001 19:00,,50,54,51,53,59,67,68,55,46,68,49,54,42,63,51,70,53,66,46,66,60,70,57,53,69
1,1192001 20:00,,50,49,50,52,59,67,68,55,46,70,49,57,41,64,53,70,52,68,46,66,54,70,58,58,57
1,1192001 21:00,,50,48,50,54,58,66,68,55,46,68,50,59,41,64,55,70,54,68,46,66,53,70,64,60,56
1,1192001 22:00,,50,54,50,56,58,66,69,55,46,68,50,61,40,64,60,71,48,63,46,69,44,70,64,62,59
1,1192001 23:00,,50,57,50,58,65,54,70,55,46,68,50,61,40,64,61,71,52,63,46,69,45,70,64,64,62
1,1202001 0:00,,50,57,51,57,64,62,70,55,46,69,47,61,40,64,63,72,57,68,46,70,43,68,63,63,62
